Factor,Resonance_Hz,PeakRatio,MovingCostRatio,FixedCostRatio,TransientRatio,DCGainRatio
1,5.69013197069411,1,1,1,1,1
1.02920052719443,5.68968269397863,0.988128756211793,0.9936190301603,0.993562264202388,0.998710958277078,0.982246932111566
1.05925372517729,5.68919344759781,0.97620715906561,0.987145163908529,0.987026666778937,0.99738649073931,0.964621875509607
1.09018449238513,5.68868348075878,0.964239942014177,0.980576200985005,0.980393449139159,0.996025689788243,0.947130670117209
1.12201845430196,5.68815173446713,0.952231927220332,0.973912584080909,0.97366292861256,0.994627628453717,0.929778957501559
1.15478198468946,5.68759708815527,0.940188010325197,0.967154840644694,0.966835500293297,0.993191360216585,0.91257217502084
1.18850222743702,5.68701835578653,0.928113153105602,0.960303585076665,0.959911638833166,0.99174594612074,0.89551555057481
1.22320711904993,5.68641428168724,0.916012375918887,0.95335952088965,0.952891900178389,0.990275545203286,0.878614097962889
1.25892541179417,5.68578353608526,0.903890749960214,0.946323442832126,0.945776923245527,0.988765126466788,0.861872612850782
1.29568669751702,5.685124710331,0.891753389358581,0.939196238970078,0.938567431531772,0.987213687623204,0.845295669343921
1.33352143216332,5.68443631177481,0.879605443138692,0.931978892723775,0.931264234654694,0.985620206382023,0.828887617163348
1.37246096100756,5.68371675827201,0.867452087076663,0.92467248485542,0.923868229816391,0.983983640364582,0.812652579417169
1.41253754462275,5.68296437228423,0.855298515478146,0.91727819540353,0.916380403186833,0.982302927040406,0.796594450958293
1.45378438560766,5.68217737454233,0.843149932907928,0.909797305559635,0.908801831200988,0.980576983688157,0.780716897316891
1.49623565609443,5.68135034272315,0.831011545640834,0.902231614508723,0.901133681764135,0.978804707383743,0.765023354193921
1.53992652605949,5.68048198477143,0.818888554025088,0.894582519539228,0.893377215359561,0.976984975015786,0.749517027500105
1.58489319246111,5.67957426199799,0.80678614426307,0.886851135207579,0.885533786052594,0.975116643331569,0.73420089392291
1.63117290922784,5.67862497536639,0.794709479384051,0.879039160574915,0.877604842384689,0.97319854901572,0.719077702002523
1.67880401812256,5.67763178760493,0.782663691461528,0.871148404223316,0.869591928151045,0.971229508804298,0.704149973696298
1.72782598050786,5.6765922135786,0.770653873708904,0.863180785686699,0.861496683054922,0.969208319634195,0.689420006409903
1.77827941003892,5.67550360988448,0.758685072729509,0.855138336786138,0.853320843231623,0.967133758834609,0.674889875472295
1.83020610631106,5.67436316359637,0.746762280946882,0.847023202862531,0.845066241634773,0.965004584358379,0.660561437030684
1.8836490894898,5.67317007030715,0.734890428968332,0.838837402541055,0.836734808277301,0.962819535059849,0.646436331340926
1.93865263595221,5.67189931225632,0.723074381164604,0.83058570103254,0.828328570319255,0.96057733101963,0.632515986428162
1.99526231496888,5.67057105480672,0.711318921573882,0.822267980785885,0.81984965199435,0.9582766739197,0.61880162209211
2.05352502645715,5.66918183339431,0.699628755534711,0.813886845619826,0.811300274366928,0.955939753441407,0.605294254231109
2.11348903983665,5.66772795227306,0.688008499114843,0.805445017400949,0.80268275491083,0.953542828278527,0.591994699458921
2.17520403401952,5.66620546711963,0.676462673337217,0.796945336513424,0.793999506901537,0.951079027119131,0.578903579988294
2.23872113856834,5.66460317560077,0.664995698481617,0.788391485826529,0.785253038612861,0.948608465248575,0.566021328755429
2.30409297605585,5.66291893238397,0.653611890007291,0.779786277178512,0.776445952309424,0.946081351386019,0.553348194759805
2.37137370566166,5.66115565559342,0.642315453276913,0.771132108703096,0.76758094302624,0.943486444819973,0.540884248594143
2.44061906804198,5.65930831024097,0.631110477775715,0.762432295806878,0.758660797126817,0.940822689570725,0.528629388139846
2.51188643150958,5.65737150801162,0.620000933501982,0.753690272240329,0.74968839063145,0.938089006861544,0.516583344403823
2.58523483956219,5.65531683151412,0.608990668965598,0.74491178953837,0.740666687307703,0.935284293570255,0.504745687473251
2.66072505979881,5.65316027985773,0.598083404499344,0.73609829841219,0.73159873651553,0.932407420947664,0.493115832565645
2.73841963426436,5.65090338614835,0.58728273298653,0.727252808550189,0.722487670800056,0.929457233641627,0.481693046152382
2.81838293126445,5.6485340214766,0.57659211441855,0.718379714711942,0.713336703225751,0.926432549058246,0.470476452134733
2.90068119869315,5.64603715484845,0.566014874731376,0.709483713373133,0.704149124446581,0.923332157091448,0.459465038052368
2.98538261891796,5.64342294669925,0.555554205371267,0.700567249952187,0.694928299507701,0.92015482024411,0.448657661305287
3.07255736526745,5.64068237575824,0.545213159303688,0.691634630075775,0.6856776643754,0.916899274158904,0.438053055371133
3.16227766016838,5.63776726859076,0.534994653519975,0.682693610547555,0.67640072219327,0.913564228572003,0.427649836000847
3.25461783498046,5.6347192743124,0.524901465297321,0.673744080468801,0.667101039264024,0.910148368694499,0.41744650737669
3.34965439157828,5.63151651244099,0.514936234538169,0.664791609120225,0.657782240757896,0.906656152232098,0.407441468217705
3.44746606573149,5.62814883432676,0.505101462782822,0.655840759382489,0.648448006150305,0.903180676008021,0.397633017818726
3.54813389233575,5.6246238975999,0.495399514136475,0.646894689056263,0.639102064393196,0.899622476576442,0.388019362010108
3.65174127254838,5.62087429536928,0.485832617210432,0.637962617143187,0.629748188826413,0.895980153645975,0.378598619026381
3.75837404288444,5.616955980256,0.476402865095308,0.629043883979974,0.620390191837432,0.892252294261062,0.369368825273056
3.86812054633052,5.61282432237068,0.467112217964646,0.620145882851133,0.611031919279795,0.8884374763819,0.360327940981812
3.98107170553497,5.60850270228718,0.457962505503124,0.611270774113383,0.60167724466269,0.88453427275133,0.351473855745273
4.09732109813542,5.60390980642803,0.448955428864586,0.602428501403145,0.592330063126204,0.880541255013598,0.342804393923529
4.21696503428582,5.5991011217924,0.440092563197701,0.593618911312295,0.582994285218817,0.876456998050249,0.334317319915501
4.34010263644744,5.59404771878392,0.431375361217014,0.584848098767754,0.573673830495774,0.872280084496781,0.326010343289086
4.46683592150963,5.58870992434552,0.422805155946624,0.57612274957717,0.564372620958888,0.868009109405361,0.31788112376493
4.59726988530872,5.58310123912948,0.41438316511896,0.567445886799953,0.555094574360188,0.863684392016347,0.309927276049447
4.73151258961481,5.57721047224512,0.406110494143462,0.55882226060139,0.545843597393565,0.859354262721278,0.302146374513496
4.86967525165863,5.57098020269847,0.397988140348428,0.550259453113507,0.536623578800094,0.854928089887897,0.294535957713855
5.01187233627272,5.56443869536847,0.39001699773639,0.541759590631637,0.527438382414143,0.850404538535829,0.287093532755339
5.15822165072306,5.55755444969021,0.382197860717031,0.533328527123124,0.518291840178515,0.845782307150009,0.279816579492048
5.30884444230988,5.55030001911895,0.374531428984465,0.524971729825296,0.509187745157895,0.841060132372501,0.272702554566846
5.46386549881854,5.54267704033547,0.367018312589543,0.516692951007634,0.500129844580534,0.836236793681299,0.265748895288752
5.62341325190349,5.53463377565426,0.359659036061629,0.508498828879581,0.491121832938657,0.831311118054155,0.258953023348453
5.78761988349121,5.52618286466312,0.352454044294753,0.500392418015935,0.482167345178274,0.826281984618899,0.252312348372634
5.95662143529011,5.51727504482387,0.345403706675443,0.492379970899203,0.473269950009067,0.821245058419884,0.245824271318271
6.13055792149821,5.50790677754442,0.338508322960642,0.484465283940192,0.46443314336475,0.816161866429501,0.239486187708461
6.30957344480193,5.49805941908888,0.331768127865052,0.476652880978005,0.455660342043772,0.810974120913303,0.233295490711729
6.49381631576211,5.48767644529976,0.325183296158988,0.468948898114403,0.446954877559462,0.805680894392864,0.227249574067097
6.68343917568615,5.47676135201403,0.318753948025663,0.46135659258363,0.438319990227702,0.800281329325157,0.221345834857492
6.87859912308808,5.46529899697453,0.312480153595837,0.453880067322142,0.429758823518983,0.79477465193107,0.215581676134391
7.07945784384138,5.45320657098036,0.306361937805915,0.446526065427712,0.421274418700278,0.789160175190728,0.209954509396771
7.28618174513228,5.44051146785244,0.300399284837675,0.43929667256204,0.412869709790499,0.783475689163471,0.204461756927715
7.49894209332456,5.4271650504511,0.294592142306212,0.432196981308001,0.404547518851524,0.777817859367933,0.199100853992166
7.71791515585012,5.41313776756785,0.288940425031805,0.425231175803881,0.396310551634793,0.772052192383125,0.193869250899477
7.94328234724282,5.39840421917698,0.283444018335941,0.418403180372458,0.388161393601355,0.766178254597698,0.188764414934593
8.1752303794365,5.38295484654301,0.278102780602765,0.411716310533867,0.380102506331027,0.760195708003449,0.183783832161706
8.41395141645195,5.36668908875519,0.272916545406919,0.40517670113556,0.372136224333968,0.754104315633944,0.178925009104421
8.65964323360066,5.3496507743238,0.267885122203114,0.39878569218822,0.364264752275548,0.747903947080109,0.174185474306459
8.91250938133746,5.33178307318745,0.263008296515695,0.392547757828237,0.356490162622903,0.741727882894556,0.169562779776996
9.1727593538978,5.31306048481957,0.258285828483376,0.38646625324002,0.348814393719013,0.735500053116028,0.165054502324776
9.44060876285924,5.29346169181592,0.253717449980375,0.380544313312907,0.34123924828759,0.729164573335412,0.160658244785111
9.71627951577107,5.27293738812078,0.24930285997807,0.374785671461458,0.333766392369478,0.722721652758131,0.156371637143934
10,5.25149443217114,0.245041717965878,0.369192475151246,0.326397354688693,0.716171627915069,0.152192337562989
10.2920052719443,5.22909178901689,0.240933634864215,0.363767956821884,0.319133526443749,0.709514966130796,0.148118033310259
10.5925372517729,5.20573737999478,0.236978161609761,0.358514035751432,0.311976161517402,0.702920101100266,0.144146441599689
10.9018449238513,5.18139430704333,0.233174774552649,0.353433499641187,0.304926377095588,0.696255164473307,0.140275310344164
11.2201845430196,5.15607118500666,0.229522858043649,0.348527943352249,0.297985154684028,0.689486209644553,0.136502418825718
11.5478198468946,5.1297886375499,0.226021683498641,0.343798579709247,0.291153341508822,0.682614106673533,0.132825578286808
11.8850222743702,5.10250953588173,0.222670385166336,0.33924751567339,0.2844316522853,0.675639877098096,0.129242632446456
12.2320711904993,5.07429354492271,0.219467932488922,0.334874745583094,0.277820671337575,0.668657929681988,0.125751457944974
12.5892541179417,5.04516640151098,0.216413099508111,0.330680668223218,0.271320855049503,0.661695917565821,0.122349964720883
12.9568669751702,5.01517193508222,0.21350443156688,0.326665042278763,0.264932534626311,0.654635513537908,0.119036096323568
13.3352143216332,4.98437247826569,0.210740210344363,0.322826966876586,0.258655919144822,0.647478177740647,0.115807830165105
13.7246096100756,4.95280852775388,0.208118418374864,0.319165457849485,0.252491098869144,0.64022553780051,0.112663177714589
14.1253754462276,4.92060285548907,0.205636704531808,0.31567781886463,0.246438048807851,0.632972425210227,0.109600184638228
14.5378438560766,4.8878453400095,0.203292352597338,0.312361376230814,0.240496632488024,0.625754872952286,0.106616930888307
14.9623565609443,4.85465945877292,0.201082255075788,0.309212431702724,0.234666605921151,0.618446872167057,0.103711530744083
15.3992652605949,4.82116399924413,0.19900289473961,0.306226769171427,0.228947621735682,0.611050511539952,0.100882132807534
15.8489319246111,4.78752272005437,0.197050336394405,0.303398983937147,0.223339233451089,0.603568058398941,0.0981269199567818
16.3117290922784,4.75385221577432,0.195220230914034,0.300723638413241,0.217840899868528,0.596159893566655,0.0954441092599121
16.7880401812256,4.72035043691707,0.193507833175504,0.298193682505746,0.212451989553658,0.588737337888031,0.0928319518518255
17.2782598050786,4.68715103033554,0.191908034523557,0.295802240139946,0.207171785387763,0.581234611417145,0.0902887327766066
17.7827941003892,4.65443042417758,0.190415409405178,0.293541375879357,0.201999489164192,0.573654445322501,0.0878127707978491
18.3020610631106,4.62233462920316,0.189024274466417,0.291402997211203,0.196934226207999,0.566047878342943,0.0854024181792345
18.836490894898,4.59100093408129,0.187728757505291,0.289378669528677,0.191975049997815,0.558550055797944,0.0830560604375784
19.3865263595221,4.56055981310236,0.18652287263576,0.287459685742156,0.187120946770118,0.550981396490042,0.0807721160704741
19.9526231496888,4.53112213223145,0.185400597608223,0.285637294280794,0.182370840087393,0.543345077285318,0.0785490362605279
20.5352502645715,4.50276523068358,0.184355949215624,0.283902928743973,0.17772359535298,0.535644455202393,0.0763853045581418
21.1348903983665,4.47557471100746,0.183383053113358,0.282247887212994,0.173178024256849,0.528091534729537,0.0742794365446536
21.7520403401952,4.44959392942125,0.182476205102329,0.280663923009653,0.168732889137939,0.520499770005629,0.0722299794775983
22.3872113856834,4.42485168437283,0.181629921961547,0.279143048154458,0.164386907250176,0.512851091832132,0.0702355119197461
23.0409297605585,4.40136368751792,0.180838980852129,0.277677590250022,0.160138754920697,0.505149261919506,0.0682946433534894
23.7137370566166,4.37912630164711,0.180098447255081,0.276260308574767,0.155987071590252,0.497570805789462,0.0664060137820809
24.4061906804198,4.35810910334051,0.179403692173882,0.274884507005453,0.151930463727148,0.490000338715028,0.0645682933191308
25.1188643150958,4.33830274306948,0.178750399803412,0.273543612133129,0.147967508607437,0.482384467103451,0.0627801817677147
25.8523483956219,4.31966021284856,0.17813456716984,0.272231749776773,0.144096757955356,0.474727304384337,0.0610404081903453
26.6072505979881,4.30214723089627,0.177552497394466,0.270943277405571,0.140316741439253,0.467195587808474,0.0593477304710127
