poles,naturalFrequency,zeta
-1.13081094282101+35.8058058562115i,35.8236579148629,0.0315660378822413
-1.13081094282101-35.8058058562115i,35.8236579148629,0.0315660378822413
-1.54318408622215+0i,1.54318408622215,1
