Time_s,BaselineRelativeSpeed_rad_s,resistor_RelativeSpeed_rad_s,distal_RelativeSpeed_rad_s,motorwheel_RelativeSpeed_rad_s,oildamper_RelativeSpeed_rad_s
0.34075,-0.0823079935833348,-0.0504744525685676,0.100786218797268,-0.00309653615708516,-0.0393698734909432
0.341,-0.0804549199198954,-0.0493026031400416,0.0998104404706242,-0.000943346401490075,-0.0390757232762883
0.34125,-0.0785970728110974,-0.0481277504881958,0.0988111358344153,0.00120947306058428,-0.0387797555793403
0.3415,-0.0767346037515866,-0.0469499902998483,0.0977885571526005,0.00334868555863732,-0.0384819959753903
0.34175,-0.0748676645211805,-0.0457694184462329,0.0967429620435096,0.00546116323701762,-0.038182470092732
0.342,-0.0729964071725258,-0.0445861309752078,0.0956746134152908,0.00753396757678271,-0.037881203610718
0.34225,-0.0711209840187466,-0.0434002241034626,0.0945837794001672,0.00955442860030198,-0.0375782222578203
0.3425,-0.0692415476210835,-0.0422117942087084,0.0934707332874809,0.0115102222740582,-0.0372735518096914
0.34275,-0.067358250776508,-0.0410209378218642,0.092335753455568,0.0133894456370838,-0.0369672180872286
0.343,-0.0654712465053344,-0.0398277516192329,0.091179123302465,0.0151806891973614,-0.0366592469546397
0.34325,-0.0635806880388197,-0.0386323324146691,0.0900011311754749,0.0168731061561673,-0.0363496643175129
0.3435,-0.0616867288067486,-0.0374347771517407,0.0888020702996006,0.0184564780407221,-0.0360384961208871
0.34375,-0.0597895224250156,-0.0362351828958858,0.0875822387048726,0.0199212763483327,-0.0357257683473269
0.344,-0.0578892226831944,-0.0350336468265569,0.0863419391525828,0.0212587198305609,-0.0354115070149993
0.34425,-0.0559859835321053,-0.033830266229373,0.0850814790604431,0.0224608270734108,-0.0350957381757538
0.3445,-0.0540799590713683,-0.0326251384882521,0.0838011704266912,0.0235204640591427,-0.0347784879132061
0.34475,-0.052171303536964,-0.0314183610775505,0.0825013297531574,0.0244313864267731,-0.034459782340824
0.345,-0.0502601712887776,-0.0302100315541947,0.0811822779673155,0.0251882761814395,-0.0341396476000174
0.34525,-0.0483467167981519,-0.0290002475498117,0.0798443403433322,0.025786772637443,-0.0338181098582324
0.3455,-0.0464310946354241,-0.027789106762856,0.0784878464221381,0.0262234974156348,-0.0334951953070474
0.34575,-0.0445134594574768,-0.0265767069507379,0.0771131299305439,0.0264960733527269,-0.0331709301602743
0.346,-0.0425939659952794,-0.0253631459219461,0.0757205286994056,0.0266031372177946,-0.0328453406520633
0.34625,-0.040672769041437,-0.0241485215281791,0.0743103845808846,0.0265443461695543,-0.0325184530350116
0.3465,-0.0387500234377298,-0.0229329316564666,0.0728830433647882,0.0263203779265764,-0.0321902935782754
0.34675,-0.0368258840626745,-0.0217164742212992,0.0714388546940556,0.0259329246613405,-0.0318608885656883
0.347,-0.0349005058190701,-0.0204992471567573,0.0699781719793608,0.0253846806676044,-0.0315302642938815
0.34725,-0.0329740436215609,-0.0192813484086449,0.0685013523128948,0.02467932388873,-0.0311984470704102
0.3475,-0.0310466523842039,-0.0180628759266208,0.0670087563813233,0.0238214914322463,-0.0308654632118837
0.34775,-0.0291184870080397,-0.0168439276563417,0.0655007483779473,0.0228167492326219,-0.0305313390421014
0.348,-0.0271897023686738,-0.0156246015316011,0.0639776959140943,0.0216715560599168,-0.0301961008901914
0.34825,-0.0252604533038685,-0.0144049954664809,0.0624399699297546,0.0203932221063976,-0.0298597750887569
0.3485,-0.0233308946011386,-0.0131852073475025,0.0608879446034836,0.0189898624160554,-0.0295223879720251
0.34875,-0.0214011809853689,-0.0119653350257878,0.0593219972615961,0.017470345453221,-0.0291839658740031
0.349,-0.0194714671064311,-0.010745476309225,0.0577425082866783,0.0158442371357816,-0.0288445351266378
0.34925,-0.0175419075268253,-0.0095257289546451,0.0561498610254243,0.0141217406857628,-0.0285041220579822
0.3495,-0.0156126567093264,-0.00830619065999905,0.0545444416958394,0.0123136326751121,-0.0281627529903664
