Time_s,BaselineMotor_rad_s,BaselineDistal_rad_s,BaselineRipple_rad_s,Rm_Ripple_rad_s,Km_Ripple_rad_s,Bs_Ripple_rad_s,Bm_Ripple_rad_s
1.384,3.26603316485195,3.30985639648803,0.0220468320293472,0.0153214334012191,0.0154397098372332,0.000814817888554309,-3.59723215119789e-05
1.385,3.26769877845186,3.30959964092961,0.0210797159963674,0.0146320134730367,0.0147531996116497,0.000813561117756212,-3.32942005001891e-05
1.386,3.26938540165487,3.30931652811287,0.0200887703826313,0.0139259481720155,0.0140497384669058,0.000812306283402453,-3.06073921562677e-05
1.387,3.27109169679206,3.30900835017917,0.0190753182075309,0.0132041762326676,0.0133302599256262,0.000811053382182347,-2.79150645338122e-05
1.388,3.27281630264703,3.30867642714844,0.0180407083621579,0.0124676546198019,0.0125957163218238,0.000809802410800753,-2.52203572322918e-05
1.389,3.27455783625679,3.30832210516556,0.0169863138211013,0.0117173572637714,0.0118470775437554,0.000808553365979847,-2.25263781181151e-05
1.39,3.27631489473632,3.30794675471718,0.0159135298274005,0.0109542737765533,0.0110853297565994,0.000807306244459571,-1.98362001194718e-05
1.391,3.27808605712469,3.30755176882134,0.0148237720530466,0.0101794081503281,0.0103114741066297,0.000806061042993189,-1.71528580949487e-05
1.392,3.2798698862501,3.30713856119228,0.0137184747374501,0.00939377744028036,0.00952652540858834,0.000804817758353504,-1.44793457805825e-05
1.393,3.28166493061148,3.30670856438288,0.0125990888063083,0.00859841043332654,0.00873151081796442,0.000803576387329752,-1.18186128176823e-05
1.394,3.2834697262743,3.30626322790717,0.0114670799733227,0.00779434630452158,0.00792746848992243,0.000802336926726266,-9.17356186308504e-06
1.395,3.2852827987779,3.30580401634523,0.0103239268272528,0.00698263326287973,0.00711544622661364,0.000801099373366476,-6.54704578550991e-06
1.396,3.28710266505209,3.30533240743317,0.00917111890677935,0.00616432718837912,0.006296500114642,0.000799863724087579,-3.94186494917514e-06
1.397,3.28892783534047,3.30484989014046,0.00801015476568434,0.00534049026190742,0.00547169315443341,0.000798629975746756,-1.3607645873992e-06
1.398,3.29075681512788,3.30435796273727,0.00684254003083762,0.00451218958992916,0.00464209388329984,0.000797398125214954,1.19356773181645e-06
1.399,3.29258810706971,3.30385813085423,0.00566978545551411,0.00368049582563801,0.00380877499396526,0.000796168169382661,3.7185045466126e-06
1.4,3.29442021292035,3.30335190553706,0.00449340497053052,0.00284648178838287,0.00297281195034182,0.000794940105153685,6.211480846674e-06
1.401,3.29625163545854,3.30284080129881,0.00331491373571779,0.00201122108313356,0.00213528160233079,0.000793713929449602,8.66999632087584e-06
1.402,3.29808088040697,3.3023263341719,0.00213582619422059,0.00117578672175878,0.00129726080143389,0.000792489639210192,1.10916175071751e-05
1.403,3.29990645834382,3.30181001976268,0.000957654132119679,0.00034124974788341,0.000459825018946258,0.000791267231387227,1.34739798416939e-05
1.404,3.30172688660369,3.30129337131093,-0.000218095254156836,-0.000491322132921912,-0.000375953031502174,0.000790046702952907,1.58147896067717e-05
1.405,3.30354069116566,3.30077789775682,-0.00138992128016513,-0.00132086591586944,-0.0012090047652884,0.000788828050892754,1.81118257767676e-05
1.406,3.30534640852586,3.30026510181761,-0.00255633168308034,-0.00214632465087172,-0.0020382670902892,0.000787611272208721,2.03629417604989e-05
1.407,3.30714258755243,3.29975647807688,-0.00371584451621265,-0.0029666487859199,-0.0028626837607697,0.000786396363918307,2.25660670390981e-05
1.408,3.30892779132037,3.29925351108832,-0.00486699002601831,-0.00378079749823979,-0.00368120671996852,0.000785183323054994,2.47192086991199e-05
1.409,3.31070059892402,3.29875767349677,-0.00600831250922118,-0.00458774001151685,-0.00449279742966269,0.000783972146667367,2.68204528600102e-05
1.41,3.31245960726492,3.29827042417876,-0.00713837214772539,-0.00538645689755457,-0.00529642818503673,0.000782762831819106,2.88679659958269e-05
1.411,3.31420343281276,3.29779320640487,-0.00825574681900942,-0.00617594136071409,-0.00609108341320086,0.000781555375587661,3.085999614999e-05
1.412,3.31593071333726,3.2973274460263,-0.00935903387973402,-0.00695520050352139,-0.00687576095370757,0.000780349775066025,3.27948740437844e-05
1.413,3.31764010960884,3.29687454968788,-0.0104468519203356,-0.00772325657186901,-0.00764947331947674,0.000779146027362287,3.46710140782802e-05
1.414,3.31933030706594,3.29643590306963,-0.0115178424884315,-0.00847914817824336,-0.00841124893653289,0.000777944129597863,3.64869152290059e-05
1.415,3.3210000174469,3.29601286915938,-0.0125706717788856,-0.00922193150146366,-0.00916013336100852,0.000776744078908376,3.82411618350953e-05
1.416,3.32264798038449,3.2956067865582,-0.0136040322884439,-0.00995068146143119,-0.00989519047189402,0.000775545872444106,3.99324242805754e-05
1.417,3.32427296496099,3.29521896782103,-0.0146166444329117,-0.0106644928674511,-0.0106155036380535,0.000774349507366878,4.15594595714608e-05
1.418,3.325873771222,3.29485069783442,-0.0156072581248643,-0.0113624815386801,-0.0113201768580447,0.000773154980853175,4.31211118063213e-05
1.419,3.32744923164722,3.29450323223347,-0.0165746543099683,-0.0120437853953503,-0.0120083358713461,0.000771962290092798,4.46163125425447e-05
1.42,3.32899821257613,3.29417779585978,-0.0175176464600373,-0.0127075655194031,-0.0126791292396096,0.000770771432287098,4.60440810585161e-05
1.421,3.33051961558722,3.29387558126241,-0.0184350820210026,-0.013353007183257,-0.0133317293966071,0.000769582404651636,4.74035245122684e-05
1.422,3.33201237882872,3.29359774724363,-0.0193258438140425,-0.0139793208454337,-0.0139653336655874,0.000768395204411743,4.86938379987145e-05
1.423,3.3334754782996,3.29334541745126,-0.0201888513881823,-0.0145857431118546,-0.0145791652427945,0.000767209828807403,4.99143045045169e-05
1.424,3.33490792907902,3.29311967901919,-0.0210230623227412,-0.0151715376616228,-0.015172474145952,0.000766026275088372,5.10642947640916e-05
1.425,3.3363087865029,3.29292158125788,-0.0218274734780635,-0.0157359961361982,-0.015744538126552,0.000764844540516396,5.21432670158029e-05
1.426,3.33767714728627,3.29275213439628,-0.0226011221930573,-0.0162784389908799,-0.0162946635448655,0.000763664622364324,5.31507666618469e-05
1.427,3.33901215058992,3.29261230837668,-0.0233430874281111,-0.0167982163075937,-0.0168221862065994,0.000762486517915661,5.40864258310458e-05
1.428,3.34031297903029,3.292503031704,-0.0240524908520623,-0.017294708568016,-0.017326472160208,0.000761310224465461,5.49499628479944e-05
1.429,3.34157885963132,3.29242519035076,-0.0247284978719375,-0.0177673273861227,-0.0178069184539158,0.000760135739317658,5.57411816097253e-05
1.43,3.34280906471715,3.29237962671913,-0.0253703186042795,-0.0182155161993127,-0.0182629538515378,0.000758963059786399,5.64599708702818e-05
1.431,3.34400291274482,3.29236713866109,-0.0259772087869465,-0.0186387509172934,-0.0186940395062778,0.000757792183195161,5.71063034368047e-05
1.432,3.34515976907583,3.29238847855804,-0.0265484706303494,-0.019036540527992,-0.019099669591697,0.000756623106879406,5.76802352788564e-05
1.433,3.34627904668585,3.29244435246074,-0.0270834536071711,-0.019408427659799,-0.0194793718891395,0.000755455828180374,5.81819045508691e-05
1.434,3.34736020681173,3.29253541929059,-0.0275815551796934,-0.0197539890995118,-0.0198327083309349,0.000754290344449959,5.86115305328816e-05
1.435,3.34840275953523,3.2926622901032,-0.028042221463946,-0.0200728362654057,-0.0201592754987621,0.000753126653048053,5.89694124893958e-05
1.436,3.3494062643027,3.29282552741492,-0.0284649478299612,-0.0203646156349131,-0.020458705076623,0.000751964751343426,5.92559284492977e-05
1.437,3.35037033038036,3.29302564459325,-0.0288492794375101,-0.0206290091264654,-0.0207306642579295,0.000750804636711511,5.94715339090057e-05
1.438,3.35129461724463,3.29326310531152,-0.0291948117067853,-0.0208657344350889,-0.0209748561062604,0.000749646306536178,5.96167604617337e-05
1.439,3.35217883490716,3.29353832306861,-0.0295011907235709,-0.0210745453214241,-0.0211910198694203,0.000748489758209736,5.96922143543677e-05
1.44,3.35302274417436,3.29385166077407,-0.0297681135785175,-0.0212552318538979,-0.0213789312464803,0.000747334989129822,5.96985749747314e-05
1.441,3.35382615684123,3.29420343039905,-0.0299953286402586,-0.0214076206038252,-0.0215384026075474,0.000746181996702067,5.96365932721277e-05
1.442,3.35458893581929,3.2945938926933,-0.0301826357621442,-0.0215315747932898,-0.0216692831660628,0.000745030778338762,5.95070901130978e-05
1.443,3.3553109951987,3.29502325696856,-0.0303298864224955,-0.0216269943957119,-0.0217714591035083,0.00074388133145753,5.93109545757309e-05
1.444,3.35599230024467,3.29549168094832,-0.0304369837983338,-0.021693816189071,-0.0218448536464386,0.000742733653482652,5.90491421838535e-05
1.445,3.35663286732816,3.29599927068413,-0.0305038827726585,-0.0217320137618051,-0.0218894270958359,0.000741587741844629,5.87226730852652e-05
1.446,3.35723276379125,3.2965460805383,-0.0305305898753976,-0.0217415974714892,-0.0219051768088332,0.000740443593979734,5.83326301760168e-05
1.447,3.35779210774744,3.297132113233,-0.0305171631582666,-0.0217226143564275,-0.0218921371329275,0.000739301207327347,5.78801571733401e-05
1.448,3.35831106781732,3.29775731996537,-0.0304637120038427,-0.0216751480003778,-0.0218503792928435,0.00073816057933529,5.73664566400067e-05
1.449,3.3587898628,3.29842160058847,-0.0303703968692521,-0.0215993183506766,-0.0217800112302946,0.0007370217074536,5.67927879635555e-05
1.45,3.35922876128102,3.29912480385774,-0.030237428964933,-0.0214952814900951,-0.0216811773969221,0.000735884589138092,5.61604652923875e-05
1.451,3.35962808117723,3.29986672774229,-0.0300650698690541,-0.0213632293627986,-0.0215540585007741,0.000734749221846798,5.54708554314498e-05
1.452,3.35998818921951,3.30064711980067,-0.029853631078212,-0.021203389454882,-0.0213988712067401,0.000733615603046189,5.47253757021138e-05
1.453,3.36030950037394,3.30146567762049,-0.0296034734951323,-0.0210160244299566,-0.0212158677913918,0.000732483730203182,5.39254917661935e-05
1.454,3.36059247720261,3.302322049321,-0.0293150068541776,-0.0208014317203653,-0.021005335752788,0.000731353600788243,5.30727154195443e-05
1.455,3.36083762916464,3.30321583411804,-0.028988689085534,-0.0205599430746304,-0.0207675973757979,0.000730225212277613,5.21686023570167e-05
1.456,3.36104551185878,3.30414658295044,-0.0286250256190357,-0.0202919240618149,-0.0205030092536074,0.000729098562148423,5.12147499112658e-05
1.457,3.36121672620849,3.30511379916684,-0.0282245686286515,-0.019997773533508,-0.020211961766091,0.000727973647883129,5.02127947692999e-05
1.458,3.36135191759077,3.30611693927202,-0.0277879162187378,-0.0196779230442212,-0.0198948785158026,0.000726850466965523,4.91644106687117e-05
1.459,3.36145177490991,3.30715541373163,-0.0273157115532388,-0.0193328362310234,-0.0195522157223889,0.000725729016882504,4.8071306077091e-05
1.46,3.36151702961757,3.30822858783407,-0.0268086419290694,-0.0189630081532859,-0.0191844615762813,0.000724609295123191,4.69352218568919e-05
1.461,3.36154845468049,3.30933578260839,-0.0262674377950045,-0.0185689645934728,-0.0187921355525669,0.000723491299179813,4.57579289189214e-05
1.462,3.36154686349727,3.3104762757969,-0.0256928717174496,-0.0181512613199541,-0.0183757876859971,0.000722375026545929,4.45412258679445e-05
1.463,3.36151310876578,3.31164930288101,-0.0250857572945411,-0.0177104833128578,-0.0179359978081388,0.000721260474716878,4.32869366409627e-05
1.464,3.36144808130273,3.31285405815901,-0.0244469480200915,-0.0172472439540359,-0.0174733747477109,0.000720147641191549,4.19969081440486e-05
1.465,3.36135270881704,3.31408969587415,-0.0237773360989357,-0.0167621841822538,-0.0169885554952076,0.00071903652346883,4.06730078875706e-05
1.466,3.36122795463862,3.31535533139161,-0.0230778512153247,-0.0162559716147594,-0.0164822043329433,0.000717927119050277,3.9317121624638e-05
1.467,3.36107481640439,3.31665004242259,-0.0223494592560347,-0.0157292996364249,-0.0159550119317005,0.000716819425438331,3.79311509944302e-05
1.468,3.3608943247033,3.31797287029396,-0.0215931609899491,-0.0151828864576982,-0.015407694415206,0.000715713440135879,3.65170111727431e-05
1.469,3.36068754168205,3.31932282126167,-0.0208099907058861,-0.0146174741426344,-0.0148409923936885,0.000714609160648916,3.50766285334703e-05
1.47,3.36045555961363,3.32069886786617,-0.0200010148105321,-0.0140338276083178,-0.0142556699678225,0.000713506584482992,3.36119383224087e-05
1.471,3.36019949943036,3.32209995032797,-0.0191673303883539,-0.0134327335970115,-0.0136525137043897,0.000712405709144992,3.212488234694e-05
1.472,3.35992050922352,3.32352497798153,-0.0183100637254303,-0.0128149996224152,-0.0130323315850198,0.00071130653214313,3.06174066831977e-05
1.473,3.3596197627116,3.32497283074551,-0.0174303687991753,-0.0121814528914306,-0.0123959519294221,0.000710209050986066,2.90914594036629e-05
1.474,3.35929845767903,3.32644236062733,-0.0165294257359681,-0.0115329392028674,-0.0117442222945234,0.000709113263182903,2.75489883274638e-05
1.475,3.3589578143877,3.32793239326024,-0.0156084392387319,-0.0108703218245552,-0.0110780083509794,0.000708019166243634,2.59919387952112e-05
1.476,3.35859907396316,3.32944172947066,-0.0146686369865683,-0.0101944803503384,-0.0103981927385401,0.000706926757678694,2.44222514720338e-05
1.477,3.35822349675777,3.33096914687375,-0.013711268008529,-0.00950630953846732,-0.00970567390177601,0.000705836034998519,2.28418601792013e-05
1.478,3.35783236069286,3.33251340149523,-0.0127376010337015,-0.00880671813291212,-0.00900136490769965,0.000704746995714434,2.1252689757445e-05
1.479,3.35742695958208,3.33407322941716,-0.011748922819752,-0.00809662766914032,-0.00828619224682869,0.000703659637337761,1.96566539644727e-05
1.48,3.35700860143823,3.33564734844555,-0.0107465364621406,-0.00737697126593151,-0.00756109461926613,0.000702573957380714,1.80556534079002e-05
1.481,3.35657860676568,3.33723445979766,-0.00973175968619833,-0.00664869240479993,-0.00682702170737404,0.000701489953354173,1.64515735160964e-05
1.482,3.35613830684058,3.33883324980677,-0.00870592312431118,-0.00591274369862127,-0.00608493293665369,0.000700407622771237,1.48462825482198e-05
1.483,3.3556890419812,3.34044239164216,-0.00767036858044889,-0.00517008565105659,-0.00533579622642977,0.00069932696314412,1.32416296463878e-05
1.484,3.35523215981058,3.34206054704203,-0.00662644728429029,-0.00442168540839738,-0.00458058673197392,0.000698247971984589,1.16394429305333e-05
1.485,3.3547690135137,3.34368636805729,-0.00557551813720814,-0.00366851550543323,-0.00382028557968495,0.000697170646805745,1.00415276382826e-05
1.486,3.35430096009148,3.34531849880368,-0.00451894595238267,-0.00291155260697229,-0.00305587859697631,0.000696094985119355,8.44966431212679e-06
1.487,3.35382935861388,3.34695557722018,-0.00345809969131805,-0.00215177624663809,-0.00228835503849334,0.000695020984438521,6.86560703339056e-06
1.488,3.35335556847416,3.34859623683134,-0.0023943506990185,-0.00139016756455712,-0.00151870631032125,0.000693948642275011,5.29108170710391e-06
1.489,3.35288094764683,3.35023910851133,-0.00132907094010415,-0.000627708045571218,-0.000747924693804247,0.000692877956141924,3.72778439716726e-06
1.49,3.35240685095125,3.35188282224729,-0.000263631238119011,0.000134621740419227,2.29979293684401e-05,0.000691808923551029,2.17737971430765e-06
1.491,3.3519346283232,3.35352600889997,0.00080060047972097,0.000895843394361773,0.000793071349189489,0.00069074154201676,6.41499257714173e-07
1.492,3.35146562309671,3.35516730195912,0.0018622609300869,0.00165498193860891,0.00156130829483203,0.00068967580904955,-8.78259889203203e-07
1.493,3.35100117029812,3.35680533929166,0.00291999321120473,0.00241106706053484,0.00232672569602288,0.00068861172216339,-2.38033660598935e-06
1.494,3.35054259495473,3.35843876488021,0.00397244852839851,0.0031631343476195,0.00308834593665619,0.000687549278871824,-3.86320712580934e-06
1.495,3.35009121042003,3.36006623054988,0.0050182879053402,0.00391022651245132,0.00384519809908079,0.000686488476685732,-5.32538636865976e-06
