ID,Option,Resonance_Hz,PeakGain_rad_s_V,PeakReduction_pct,MovingCostReduction_pct,TransientReduction_pct,DCGainRatio,EqualSpeedTransientReduction_pct,OpenOffReduction_pct,DriveInertia_kg_m2,LoadInertia_kg_m2,Stiffness_Nm_rad,PeakCurrent_A_per_V,PeakMotorSpeed_rad_s_per_V,PeakTwist_rad_per_V,LocalResonanceExists,FullInductancePeakReduction_pct
resistor,Series resistor,5.69354480783244,1.71526836063761,32.6577560666434,35.7951467424381,38.461026663555,0.710975184305467,13.4442738721453,38.461026663555,0.00344848071785003,0.00340618071785003,2.20290517086129,0.243646819526421,2.63716487126926,0.00981746678439028,1,32.6251978865969
distal,Larger distal wheel + shaft,9.79221823475516,1.43413823610912,43.6950572012453,40.3222611442538,39.4589171528636,1,39.4589171528636,39.4589171528636,0.00344848071785003,0.00716673249518973,8.83359283442708,0.398700097683429,3.6591801347686,0.00568457999732877,1,43.7225007608982
motorwheel,Smaller motor wheel + shaft,49.89943641464,1.10289013751327,56.7000136092385,37.2528848703849,66.5547484688875,1,66.5547484688875,66.5547716043545,0.00121758343152452,0.00340618071785003,88.2362962958411,0.398836463264629,3.7277321390374,0.000628785191707192,1,57.2965769665233
oildamper,Motor-side oil damper,5.01386821579773,0.548441263951069,78.467937596434,67.1149055679827,35.1610069419723,0.118710097668301,-446.196105736519,35.1610069419723,0.00351083490157633,0.00340618071785003,2.20290517086129,0.3988075323057,0.466260269031999,0.00919522732231042,1,78.467995342979
