Flexible Shaft
9/10/2026 3:35:03 PM
Sample Rate (Hz) = 2000.00
Effective Sample Rate (Hz) = 2000.00
time (s)	Voltage (V)	Current (A)	Distal Tach (rad/s)	Motor Tach (rad/s)
0.0590	1.9912	0.8003	-0.0046	0.0037
0.0595	1.9913	0.7974	-0.0055	0.0012
0.0600	1.9913	0.8007	-0.0043	0.0059
0.0605	1.9911	0.7994	-0.0046	0.0092
0.0610	1.9911	0.8026	-0.0059	0.0059
0.0615	1.9913	0.8000	-0.0054	0.0061
0.0620	1.9912	0.8003	-0.0052	0.0065
0.0625	1.9913	0.8015	-0.0055	0.0071
0.0630	1.9915	0.8000	-0.0063	0.0060
0.0635	1.9915	0.7991	-0.0055	0.0072
0.0640	1.9914	0.8006	-0.0029	0.0110
0.0645	1.9911	0.8016	-0.0060	0.0081
0.0650	1.9912	0.7991	-0.0048	0.0049
0.0655	1.9917	0.8012	-0.0057	0.0099
0.0660	1.9913	0.8026	-0.0056	0.0051
0.0665	1.9912	0.8001	-0.0025	0.0052
0.0670	1.9913	0.7981	-0.0039	0.0065
0.0675	1.9912	0.7977	-0.0059	0.0043
0.0680	1.9912	0.7961	-0.0063	0.0067
0.0685	1.9916	0.7994	-0.0045	0.0045
0.0690	1.9916	0.7937	-0.0070	0.0089
0.0695	1.9911	0.8009	-0.0048	0.0120
0.0700	1.9915	0.7974	-0.0056	0.0066
0.0705	1.9910	0.8004	-0.0041	0.0077
0.0710	1.9915	0.8014	-0.0036	0.0100
0.0715	1.9913	0.7986	-0.0060	0.0117
0.0720	1.9912	0.7983	-0.0066	0.0083
0.0725	1.9913	0.8030	-0.0057	0.0065
0.0730	1.9910	0.7981	-0.0077	0.0119
0.0735	1.9915	0.7981	-0.0056	0.0010
0.0740	1.9914	0.7959	-0.0059	0.0045
0.0745	1.9915	0.7971	-0.0071	0.0084
0.0750	1.9910	0.7978	-0.0062	0.0035
0.0755	1.9915	0.7978	-0.0062	0.0103
0.0760	1.9916	0.7929	-0.0052	0.0060
0.0765	1.9917	0.7947	-0.0043	0.0112
0.0770	1.9915	0.7987	-0.0032	0.0012
0.0775	1.9917	0.7932	-0.0059	0.0020
0.0780	1.9911	0.8010	-0.0057	0.0055
0.0785	1.9914	0.7968	-0.0056	0.0076
0.0790	1.9914	0.7982	-0.0063	0.0055
0.0795	1.9911	0.8003	-0.0054	0.0018
0.0800	1.9914	0.7980	-0.0053	0.0077
0.0805	1.9911	0.7980	-0.0045	0.0066
0.0810	1.9913	0.8007	-0.0064	0.0046
0.0815	1.9910	0.7947	-0.0046	-0.0003
0.0820	1.9915	0.7931	-0.0042	0.0034
0.0825	1.9912	0.7974	-0.0058	0.0058
0.0830	1.9918	0.7938	-0.0036	0.0012
0.0835	1.9915	0.7965	-0.0051	0.0026
0.0840	1.9916	0.8006	-0.0039	0.0094
0.0845	1.9916	0.7967	-0.0064	0.0082
0.0850	1.9916	0.7981	-0.0060	0.0065
0.0855	1.9919	0.7988	-0.0068	0.0038
0.0860	1.9915	0.7974	-0.0058	0.0056
0.0865	1.9914	0.7930	-0.0033	0.0084
0.0870	1.9917	0.7959	-0.0076	0.0074
0.0875	1.9915	0.7946	-0.0056	0.0072
0.0880	1.9916	0.7973	-0.0044	0.0072
0.0885	1.9913	0.7954	-0.0060	0.0061
0.0890	1.9915	0.7959	-0.0048	0.0101
0.0895	1.9915	0.7919	-0.0063	0.0089
0.0900	1.9915	0.7949	-0.0061	0.0049
0.0905	1.9918	0.7967	-0.0089	0.0010
0.0910	1.9915	0.7954	-0.0041	0.0061
0.0915	1.9915	0.7964	-0.0059	0.0083
0.0920	1.9918	0.7929	-0.0072	0.0098
0.0925	1.9922	0.7928	-0.0068	0.0068
0.0930	1.9917	0.7910	-0.0061	0.0026
0.0935	1.9923	0.7951	-0.0059	0.0088
0.0940	1.9919	0.7924	-0.0053	0.0048
0.0945	1.9917	0.7945	-0.0051	0.0117
0.0950	1.9919	0.7956	-0.0056	0.0084
0.0955	1.9918	0.7936	-0.0062	0.0098
0.0960	1.9920	0.7941	-0.0062	0.0003
0.0965	1.9916	0.7950	-0.0057	0.0060
0.0970	1.9918	0.7894	-0.0042	0.0021
0.0975	1.9919	0.7968	-0.0062	0.0048
0.0980	1.9922	0.7942	-0.0056	0.0101
0.0985	1.9920	0.7944	-0.0046	0.0077
0.0990	1.9922	0.7947	-0.0046	0.0007
0.0995	1.9915	0.7928	-0.0040	0.0095
0.1000	1.9916	0.7915	-0.0048	0.0063
0.1005	1.9920	0.7937	-0.0061	0.0029
0.1010	1.9920	0.7900	-0.0045	0.0197
0.1015	1.9923	0.7953	-0.0037	0.0084
0.1020	1.9920	0.7930	-0.0056	0.0028
0.1025	1.9923	0.7887	-0.0049	0.0052
0.1030	1.9921	0.7950	-0.0048	0.0081
0.1035	1.9919	0.7915	-0.0057	0.0010
0.1040	1.9918	0.7950	-0.0050	0.0094
0.1045	1.9919	0.7940	-0.0048	0.0093
0.1050	1.9919	0.7952	-0.0054	0.0122
0.1055	1.9916	0.7959	-0.0062	0.0050
0.1060	1.9918	0.7934	-0.0032	0.0019
0.1065	1.9918	0.7984	-0.0068	0.0077
0.1070	1.9917	0.7947	-0.0054	0.0066
0.1075	1.9915	0.7954	-0.0068	0.0105
0.1080	1.9920	0.7952	-0.0080	0.0099
0.1085	1.9917	0.7923	-0.0074	0.0062
0.1090	1.9924	0.7966	-0.0078	0.0076
0.1095	1.9918	0.7961	-0.0067	0.0089
0.1100	1.9915	0.7908	-0.0057	0.0048
0.1105	1.9918	0.7928	-0.0068	0.0123
0.1110	1.9916	0.7944	-0.0080	0.0103
0.1115	1.9918	0.7974	-0.0046	0.0097
0.1120	1.9918	0.7950	-0.0064	0.0056
0.1125	1.9916	0.7977	-0.0069	0.0062
0.1130	1.9916	0.7924	-0.0045	0.0089
0.1135	1.9916	0.7935	-0.0052	0.0067
0.1140	1.9920	0.7968	-0.0049	0.0107
0.1145	1.9919	0.7953	-0.0029	0.0030
0.1150	1.9920	0.7924	-0.0039	0.0115
0.1155	1.9920	0.7973	-0.0064	0.0061
0.1160	1.9915	0.7968	-0.0024	0.0081
0.1165	1.9912	0.7975	-0.0054	0.0108
0.1170	1.9918	0.7950	-0.0043	0.0115
0.1175	1.9918	0.7972	-0.0061	0.0053
0.1180	1.9920	0.7992	-0.0055	0.0087
0.1185	1.9919	0.7971	-0.0060	0.0062
0.1190	1.9919	0.7966	-0.0047	0.0063
0.1195	1.9911	0.7974	-0.0062	0.0089
0.1200	1.9917	0.7962	-0.0061	0.0092
0.1205	1.9914	0.7920	-0.0055	0.0081
0.1210	1.9919	0.8009	-0.0044	0.0058
0.1215	1.9913	0.7966	-0.0068	0.0073
0.1220	1.9914	0.8024	-0.0049	0.0024
0.1225	1.9912	0.7975	-0.0038	0.0008
0.1230	1.9915	0.8005	-0.0053	-0.0002
0.1235	1.9916	0.7985	-0.0057	0.0009
0.1240	1.9916	0.7942	-0.0033	0.0034
0.1245	1.9910	0.7960	-0.0088	0.0065
0.1250	1.9915	0.7956	-0.0074	0.0131
0.1255	1.9911	0.7969	-0.0053	0.0097
0.1260	1.9914	0.7953	-0.0075	0.0012
0.1265	1.9920	0.7986	-0.0086	0.0062
0.1270	1.9914	0.7962	-0.0081	0.0062
0.1275	1.9914	0.7987	-0.0067	0.0001
0.1280	1.9916	0.7933	-0.0046	0.0021
0.1285	1.9918	0.7965	-0.0067	0.0086
0.1290	1.9921	0.7940	-0.0071	0.0065
0.1295	1.9916	0.8027	-0.0053	0.0047
0.1300	1.9917	0.8002	-0.0067	0.0065
0.1305	1.9918	0.7955	-0.0057	0.0079
0.1310	1.9914	0.7983	-0.0066	0.0038
0.1315	1.9914	0.7951	-0.0046	0.0056
0.1320	1.9918	0.7942	-0.0063	0.0006
0.1325	1.9919	0.7977	-0.0057	0.0010
0.1330	1.9916	0.8007	-0.0056	0.0021
0.1335	1.9910	0.7936	-0.0055	0.0045
0.1340	1.9914	0.7985	-0.0073	0.0090
0.1345	1.9920	0.7977	-0.0046	0.0091
0.1350	1.9916	0.7964	-0.0047	0.0062
0.1355	1.9912	0.7990	-0.0045	0.0026
0.1360	1.9917	0.7977	-0.0042	0.0043
0.1365	1.9916	0.7961	-0.0048	0.0068
0.1370	1.9915	0.8000	-0.0060	0.0042
0.1375	1.9915	0.7968	-0.0083	0.0058
0.1380	1.9914	0.7990	-0.0062	0.0080
0.1385	1.9915	0.7952	-0.0057	0.0055
0.1390	1.9919	0.7966	-0.0046	0.0036
0.1395	1.9913	0.7971	-0.0043	0.0047
0.1400	1.9914	0.7970	-0.0072	0.0098
0.1405	1.9916	0.7953	-0.0068	0.0038
0.1410	1.9917	0.7953	-0.0045	0.0005
0.1415	1.9914	0.7980	-0.0066	0.0047
0.1420	1.9919	0.7979	-0.0051	-0.0019
0.1425	1.9918	0.7950	-0.0051	0.0078
0.1430	1.9915	0.7931	-0.0047	0.0055
0.1435	1.9919	0.7937	-0.0051	0.0042
0.1440	1.9917	0.7936	-0.0064	0.0128
0.1445	1.9918	0.7951	-0.0056	0.0094
0.1450	1.9912	0.7946	-0.0045	0.0088
0.1455	1.9916	0.7977	-0.0052	0.0030
0.1460	1.9917	0.7912	-0.0050	0.0020
0.1465	1.9918	0.7947	-0.0042	0.0082
0.1470	1.9920	0.7997	-0.0080	0.0095
0.1475	1.9914	0.7983	-0.0069	0.0067
0.1480	1.9919	0.7947	-0.0034	0.0126
0.1485	1.9914	0.7991	-0.0055	0.0113
0.1490	1.9919	0.8003	-0.0050	0.0082
0.1495	1.9918	0.7993	-0.0044	0.0062
0.1500	1.9916	0.7988	-0.0056	-0.0025
0.1505	1.9913	0.7953	-0.0060	0.0009
0.1510	1.9917	0.7990	-0.0047	0.0099
0.1515	1.9915	0.7977	-0.0067	0.0058
0.1520	1.9917	0.7997	-0.0042	0.0036
0.1525	1.9915	0.8015	-0.0059	0.0101
0.1530	1.9917	0.7926	-0.0052	0.0140
0.1535	1.9917	0.7974	-0.0060	0.0104
0.1540	1.9916	0.7956	-0.0054	0.0067
0.1545	1.9913	0.7962	-0.0058	0.0056
0.1550	1.9914	0.7979	-0.0050	0.0083
0.1555	1.9916	0.7983	-0.0051	0.0053
0.1560	1.9913	0.7965	-0.0057	0.0063
0.1565	1.9916	0.8000	-0.0059	0.0031
0.1570	1.9916	0.7930	-0.0061	0.0120
0.1575	1.9913	0.7988	-0.0050	0.0018
0.1580	1.9917	0.8003	-0.0045	0.0072
0.1585	1.9916	0.7967	-0.0054	0.0003
0.1590	1.9916	0.7952	-0.0069	0.0076
0.1595	1.9921	0.7944	-0.0045	0.0020
0.1600	1.9916	0.7959	-0.0061	-0.0011
0.1605	1.9915	0.7994	-0.0065	0.0036
0.1610	1.9917	0.7950	-0.0067	0.0063
0.1615	1.9909	0.7955	-0.0051	0.0131
0.1620	1.9916	0.7952	-0.0062	0.0069
0.1625	1.9917	0.7968	-0.0042	-0.0006
0.1630	1.9913	0.7956	-0.0069	0.0059
0.1635	1.9914	0.7973	-0.0050	0.0007
0.1640	1.9918	0.7963	-0.0052	0.0074
0.1645	1.9918	0.7971	-0.0060	0.0112
0.1650	1.9914	0.7988	-0.0040	0.0061
0.1655	1.9914	0.7943	-0.0047	0.0082
0.1660	1.9921	0.7963	-0.0040	0.0026
0.1665	1.9912	0.7985	-0.0050	0.0015
0.1670	1.9913	0.7967	-0.0063	0.0082
0.1675	1.9918	0.7955	-0.0054	-0.0001
0.1680	1.9915	0.7958	-0.0050	-0.0019
0.1685	1.9917	0.7974	-0.0073	0.0009
0.1690	1.9916	0.7924	-0.0048	0.0048
0.1695	1.9917	0.7939	-0.0031	0.0074
0.1700	1.9917	0.7946	-0.0045	0.0081
0.1705	1.9913	0.7917	-0.0034	0.0073
0.1710	1.9918	0.7962	-0.0051	0.0024
0.1715	1.9914	0.7951	-0.0066	0.0043
0.1720	1.9912	0.7974	-0.0083	0.0021
0.1725	1.9917	0.7995	-0.0050	0.0005
0.1730	1.9912	0.7921	-0.0063	0.0124
0.1735	1.9920	0.7928	-0.0050	0.0025
0.1740	1.9916	0.7965	-0.0033	0.0090
0.1745	1.9916	0.7954	-0.0068	0.0017
0.1750	1.9920	0.7968	-0.0057	0.0062
0.1755	1.9916	0.7983	-0.0059	0.0048
0.1760	1.9914	0.7935	-0.0061	0.0022
0.1765	1.9918	0.7968	-0.0057	0.0062
0.1770	1.9913	0.7947	-0.0081	0.0055
0.1775	1.9914	0.7922	-0.0039	0.0061
0.1780	1.9911	0.7952	-0.0056	0.0081
0.1785	1.9917	0.7950	-0.0067	0.0046
0.1790	1.9916	0.7962	-0.0054	-0.0028
0.1795	1.9911	0.7985	-0.0060	-0.0010
0.1800	1.9913	0.7972	-0.0043	0.0090
0.1805	1.9918	0.7965	-0.0064	0.0058
0.1810	1.9910	0.8012	-0.0050	0.0072
0.1815	1.9912	0.7999	-0.0057	0.0006
0.1820	1.9915	0.7974	-0.0047	0.0095
0.1825	1.9914	0.8036	-0.0079	0.0020
0.1830	1.9914	0.7975	-0.0066	0.0038
0.1835	1.9910	0.7983	-0.0060	0.0058
0.1840	1.9912	0.8000	-0.0057	0.0059
0.1845	1.9915	0.7975	-0.0046	0.0046
0.1850	1.9915	0.7997	-0.0051	0.0065
0.1855	1.9913	0.8008	-0.0077	0.0107
0.1860	1.9916	0.8031	-0.0038	0.0092
0.1865	1.9911	0.8024	-0.0052	0.0043
0.1870	1.9911	0.8022	-0.0036	0.0049
0.1875	1.9913	0.7994	-0.0044	0.0035
0.1880	1.9912	0.8053	-0.0035	0.0100
0.1885	1.9913	0.8002	-0.0037	0.0094
0.1890	1.9913	0.8018	-0.0040	0.0126
0.1895	1.9915	0.8015	-0.0058	0.0036
0.1900	1.9914	0.7994	-0.0064	0.0049
0.1905	1.9910	0.7977	-0.0056	0.0034
0.1910	1.9909	0.7988	-0.0065	0.0031
0.1915	1.9911	0.8009	-0.0068	0.0015
0.1920	1.9911	0.8018	-0.0054	0.0001
0.1925	1.9919	0.7991	-0.0084	-0.0017
0.1930	1.9914	0.7979	-0.0059	0.0059
0.1935	1.9911	0.8006	-0.0059	0.0065
0.1940	1.9914	0.7991	-0.0057	0.0039
0.1945	1.9914	0.7990	-0.0063	0.0016
0.1950	1.9910	0.8009	-0.0061	0.0027
0.1955	1.9911	0.8024	-0.0073	0.0069
0.1960	1.9915	0.7947	-0.0052	0.0049
0.1965	1.9915	0.7965	-0.0040	0.0061
0.1970	1.9912	0.7987	-0.0048	0.0119
0.1975	1.9912	0.7951	-0.0050	0.0004
0.1980	1.9913	0.8000	-0.0049	0.0037
0.1985	1.9912	0.7984	-0.0054	0.0015
0.1990	1.9912	0.7947	-0.0059	0.0039
0.1995	1.9917	0.7983	-0.0057	-0.0027
0.2000	1.9915	0.8000	-0.0048	0.0020
0.2005	1.9913	0.7974	-0.0035	0.0058
0.2010	1.9915	0.7971	-0.0045	0.0052
0.2015	1.9913	0.8013	-0.0041	0.0035
0.2020	1.9919	0.7950	-0.0045	0.0036
0.2025	1.9916	0.8006	-0.0039	0.0050
0.2030	1.9910	0.7941	-0.0044	0.0092
0.2035	1.9917	0.8004	-0.0050	0.0043
0.2040	1.9915	0.7956	-0.0042	-0.0023
0.2045	1.9914	0.7984	-0.0030	0.0032
0.2050	1.9911	0.7994	-0.0040	0.0107
0.2055	1.9912	0.8022	-0.0050	0.0026
0.2060	1.9912	0.7985	-0.0077	0.0057
0.2065	1.9915	0.7984	-0.0052	0.0083
0.2070	1.9915	0.7957	-0.0060	0.0025
0.2075	1.9914	0.7985	-0.0054	0.0029
0.2080	1.9916	0.7981	-0.0054	0.0021
0.2085	1.9912	0.7959	-0.0056	0.0089
0.2090	1.9914	0.7963	-0.0068	0.0009
0.2095	1.9910	0.7998	-0.0048	0.0083
0.2100	1.9911	0.7991	-0.0067	0.0040
0.2105	1.9915	0.7978	-0.0051	-0.0015
0.2110	1.9917	0.7996	-0.0062	0.0034
0.2115	1.9917	0.7992	-0.0066	0.0025
0.2120	1.9914	0.7933	-0.0063	0.0062
0.2125	1.9916	0.7992	-0.0056	-0.0040
0.2130	1.9911	0.8024	-0.0054	0.0015
0.2135	1.9915	0.8003	-0.0063	0.0094
