HeldOutSweep,FittedK,MagnitudeRMSE_dB,PhaseRMSE_deg
1st measurement.txt,2.19303199934219,1.83206306766403,5.09092188320454
2nd measurement.txt,2.19498282894285,1.64164345415486,7.25895035103266
3rd.txt,2.21737347000651,0.859699562466067,17.5432064756093
