poles,naturalFrequency,zeta
-1.10197715071265+35.8042447445917i,35.8211989661334,0.0307632681908413
-1.10197715071265-35.8042447445917i,35.8211989661334,0.0307632681908413
-1.36591924608581+0i,1.36591924608581,1
