file,Kscale,mag_RMSE,phase_RMSE
2nd measurement,0.9122318159327933,1.641643467270247,7.258950264066856
1st measurement,0.9114210544203842,1.8320630633133679,5.090921898697105
3rd,0.921537334541462,0.8596995285340779,17.543205646884783
